date,Open,High,Low,Close,Adj Close,Volume,P_mean,P_sum,twt_count
2/26/2018,288.75,295.649994,287.01001,294.160004,294.160004,10268600,-0.023346304,-12,514
2/27/2018,294.769989,297.359985,290.589996,290.609985,290.609985,9416500,-0.052083333,-20,384
2/28/2018,293.100006,295.75,290.779999,291.380005,291.380005,7653500,-0.073446328,-26,354
3/1/2018,292.75,295.25,283.829987,290.390015,290.390015,11932100,-0.076086957,-28,368
3/2/2018,284.649994,301.179993,283.230011,301.049988,301.049988,13345300,-0.020618557,-12,582
3/5/2018,302.850006,316.910004,297.600006,315,315,18986100,-0.040469974,-31,766
3/6/2018,319.880005,325.790009,316.5,325.220001,325.220001,18525800,-0.041223404,-31,752
3/7/2018,320,323.73999,314.549988,321.160004,321.160004,17132200,-0.102685624,-65,633
3/8/2018,322.200012,322.920013,314.130005,317,317,11340100,-0.06684492,-25,374
3/9/2018,321.329987,331.440002,320.230011,331.440002,331.440002,14500200,-0.039007092,-22,564
3/12/2018,333.559998,333.980011,318.600006,321.299988,321.299988,20369200,-0.115326252,-76,659
3/13/2018,323.869995,325.839996,313.279999,315.880005,315.880005,12917200,-0.095454545,-42,440
3/14/2018,318.160004,323.880005,317.700012,321.549988,321.549988,10475100,-0.057777778,-26,450
3/15/2018,323.170013,323.399994,318.140015,321.089996,321.089996,5642900,-0.07641196,-23,301
3/16/2018,321.420013,324.109985,318.369995,318.450012,318.450012,7333700,-0.044217687,-13,294
3/19/2018,315.799988,317,307.339996,313.480011,313.480011,9925200,-0.102689487,-42,409
3/20/2018,313.26001,319.5,312.799988,317.5,317.5,5991900,-0.034582133,-12,347
3/21/2018,316.350006,319.399994,314.51001,316.480011,316.480011,5263900,-0.075657895,-23,304
3/22/2018,313.070007,314.119995,305.660004,306.700012,306.700012,8063300,-0.067857143,-19,280
3/23/2018,307.410004,309.369995,300.359985,300.940002,300.940002,9529900,-0.053191489,-15,282
3/26/2018,309.359985,321.029999,302,320.350006,320.350006,11988300,-0.052469136,-17,324
3/27/2018,322.48999,322.899994,297,300.690002,300.690002,12068600,-0.095671982,-42,439
3/28/2018,298.390015,298.799988,281.609985,285.769989,285.769989,18972900,-0.117346939,-69,588
3/29/2018,287,295.350006,275.899994,295.350006,295.350006,19145500,-0.093203883,-48,515
4/2/2018,291.940002,292.869995,275.049988,280.290009,280.290009,13405800,-0.120930233,-52,430
4/3/2018,285.450012,291.25,278.01001,283.670013,283.670013,12694900,-0.092957746,-33,355
4/4/2018,273.630005,290.309998,271.220001,288.940002,288.940002,12914000,-0.048780488,-18,369
4/5/2018,293.149994,299.160004,289.109985,293.970001,293.970001,10655200,-0.015772871,-5,317
4/6/2018,289.100006,298.850006,285.649994,288.850006,288.850006,11444800,-0.051685393,-23,445
4/9/2018,291.769989,299.549988,289.119995,289.929993,289.929993,9853600,-0.033033033,-11,333
4/10/2018,297.679993,298.950012,291.690002,298.070007,298.070007,10660500,-0.049095607,-19,387
4/11/2018,302.880005,311.640015,301.820007,303.670013,303.670013,14877400,0.006825939,4,586
4/12/2018,309.720001,311.130005,306.75,309.25,309.25,10249400,-0.020533881,-10,487
4/13/2018,317.290009,317.48999,308.230011,311.649994,311.649994,12046600,0.005059022,3,593
4/16/2018,315.98999,316.100006,304,307.779999,307.779999,20307900,-0.005083515,-7,1377
4/17/2018,329.660004,338.619995,323.769989,336.059998,336.059998,33866500,-0.016574586,-27,1629
4/18/2018,336.299988,338.820007,331.100006,334.519989,334.519989,11221100,-0.040372671,-26,644
4/19/2018,332.880005,335.309998,326.769989,332.700012,332.700012,8438800,-0.07554672,-38,503
4/20/2018,332.220001,336.51001,326,327.769989,327.769989,9158700,-0.057553957,-24,417
4/23/2018,329.149994,331.220001,317.079987,318.690002,318.690002,8968000,-0.074626866,-30,402
4/24/2018,319.220001,320.25,302.309998,307.019989,307.019989,13893200,-0.102625298,-43,419
4/25/2018,306.369995,309.980011,292.619995,305.76001,305.76001,14919700,-0.0925,-37,400
4/26/2018,310,316.630005,305.579987,313.980011,313.980011,9266700,-0.035460993,-10,282
4/27/2018,316.25,317.450012,306.5,311.76001,311.76001,7074400,-0.084848485,-28,330
4/30/2018,311.070007,317.880005,310.119995,312.459991,312.459991,6088800,-0.058091286,-14,241
5/1/2018,310.359985,313.480011,306.690002,313.299988,313.299988,6036600,-0.065517241,-19,290
5/2/2018,311.649994,317.100006,310.399994,313.359985,313.359985,5697100,-0.041666667,-10,240
5/3/2018,312.589996,312.589996,305.730011,311.690002,311.690002,6135800,-0.051886792,-11,212
5/4/2018,308.709991,320.980011,307.670013,320.089996,320.089996,8209500,-0.04296875,-11,256
5/7/2018,321.98999,329.019989,319.339996,326.26001,326.26001,7117800,-0.065281899,-22,337
5/8/2018,325.899994,327.350006,323.049988,326.890015,326.890015,4735700,-0.036666667,-11,300
5/9/2018,328.790009,331.950012,327.51001,330.299988,330.299988,5633400,-0.072289157,-18,249
5/10/2018,331.5,332.059998,327.339996,329.600006,329.600006,5302300,-0.071428571,-16,224
5/11/2018,329.649994,331.26001,324.869995,326.459991,326.459991,4589700,-0.03652968,-8,219
5/14/2018,327.25,330.5,327.040009,328.529999,328.529999,4089800,-0.007751938,-2,258
5/15/2018,325.940002,326.940002,322.429993,326.130005,326.130005,4746100,-0.029411765,-8,272
5/16/2018,326.279999,329.720001,325.140015,328.190002,328.190002,3671700,-0.056737589,-16,282
5/17/2018,327.529999,330.450012,323.170013,325.220001,325.220001,4935700,-0.040145985,-11,274
5/18/2018,324.899994,326.420013,322.799988,324.179993,324.179993,3577700,-0.084745763,-15,177
5/21/2018,327.109985,331.880005,325.450012,331.820007,331.820007,6657300,-0.026190476,-11,420
5/22/2018,334.049988,336.630005,331.149994,331.619995,331.619995,5964400,-0.079404467,-32,403
5/23/2018,329.040009,345,328.089996,344.720001,344.720001,10049100,0.036603221,25,683
5/24/2018,344.339996,354,341.119995,349.290009,349.290009,14758600,-0.026221692,-22,839
5/25/2018,349.899994,354.359985,348.829987,351.290009,351.290009,7817400,-0.026266417,-14,533
5/29/2018,351.5,356.100006,346.709991,349.730011,349.730011,9717900,-0.076142132,-30,394
5/30/2018,352.369995,354,349.26001,353.540009,353.540009,5685500,-0.107594937,-34,316
5/31/2018,353.799988,355.529999,350.209991,351.600006,351.600006,6921700,-0.111864407,-33,295
6/1/2018,353.880005,359.98999,352.820007,359.929993,359.929993,7112300,0.034188034,12,351
6/4/2018,362.679993,363,355.51001,361.809998,361.809998,7682000,-0.070496084,-27,383
6/5/2018,363.320007,369.829987,361.410004,365.799988,365.799988,8358000,-0.014373717,-7,487
6/6/2018,367.779999,369.679993,363.329987,367.450012,367.450012,7712300,-0.006849315,-2,292
6/7/2018,368.540009,368.700012,357.799988,361.399994,361.399994,8278000,-0.040498442,-13,321
6/8/2018,358.059998,362.390015,356.25,360.570007,360.570007,5225700,-0.011494253,-3,261
6/11/2018,361.880005,365.670013,360.910004,361.450012,361.450012,4432400,-0.089795918,-22,245
6/12/2018,363.600006,365.980011,362,363.829987,363.829987,4291000,-0.080701754,-23,285
6/13/2018,367.529999,384.25,364.109985,379.929993,379.929993,18222800,-0.063034188,-59,936
6/14/2018,384.269989,395.029999,383.25,392.869995,392.869995,14598300,-0.064073227,-56,874
6/15/2018,390.709991,398.859985,387.51001,391.980011,391.980011,13588100,-0.012903226,-8,620
6/18/2018,387.720001,393.160004,386.5,390.399994,390.399994,6824800,-0.043956044,-12,273
6/19/2018,389.5,405.290009,388.5,404.980011,404.980011,16697100,-0.025089606,-21,837
6/20/2018,415.149994,419.470001,409.600006,416.76001,416.76001,16494600,-0.085185185,-92,1080
6/21/2018,421.380005,423.209991,406.369995,415.440002,415.440002,18389900,-0.121595331,-125,1028
6/22/2018,419.980011,420.5,409.649994,411.089996,411.089996,10428600,-0.182692308,-95,520
6/25/2018,404.690002,405.98999,378.75,384.480011,384.480011,22490900,-0.120124805,-77,641
6/26/2018,393.279999,404.779999,389.049988,399.390015,399.390015,15191200,-0.094801223,-62,654
6/27/2018,407.559998,411.589996,390,390.390015,390.390015,16541400,-0.136085627,-89,654
6/28/2018,395,396.899994,387.100006,395.420013,395.420013,12219900,-0.135555556,-61,450
6/29/2018,399.190002,401.329987,390.549988,391.429993,391.429993,9252500,-0.101036269,-39,386
7/2/2018,385.450012,398.380005,380,398.179993,398.179993,8142500,-0.074666667,-28,375
7/3/2018,399.48999,399.980011,389.5,390.519989,390.519989,5280300,-0.040816327,-12,294
7/5/2018,393.799988,399.23999,390.859985,398.390015,398.390015,8448900,-0.043715847,-16,366
7/6/2018,397.450012,408.649994,395.519989,408.25,408.25,8629600,0.031602709,14,443
7/9/2018,415.950012,419.119995,411.100006,418.970001,418.970001,11127500,-0.023255814,-11,473
7/10/2018,417.23999,419.440002,413.079987,415.630005,415.630005,9382900,-0.054455446,-22,404
7/11/2018,411.339996,419.769989,410.600006,418.649994,418.649994,9713900,-0.078512397,-38,484
7/12/2018,415.160004,416.790009,407.799988,413.5,413.5,12743300,-0.072,-45,625
7/13/2018,409.190002,410,395.079987,395.799988,395.799988,15719000,-0.141643059,-100,706
7/16/2018,398.980011,403.359985,391.75,400.480011,400.480011,22960000,-0.153598713,-382,2487
7/17/2018,346.950012,385,344,379.480011,379.480011,58410400,-0.110558123,-311,2813
7/18/2018,381.23999,383.130005,372.359985,375.130005,375.130005,21746300,-0.050847458,-39,767
7/19/2018,371.059998,375.75,363,364.230011,364.230011,16878700,-0.117130307,-80,683
7/20/2018,364.920013,370.5,360.140015,361.049988,361.049988,15096700,-0.095652174,-55,575
7/23/2018,359.149994,363.899994,353.600006,362.660004,362.660004,11505200,-0.044585987,-21,471
7/24/2018,366.940002,367.399994,354.559998,357.320007,357.320007,12851500,-0.11875,-57,480
7/25/2018,357.570007,363.279999,355.649994,362.869995,362.869995,8467800,-0.083333333,-43,516
7/26/2018,358.190002,365.540009,356.630005,363.089996,363.089996,6993700,-0.10851419,-65,599
7/27/2018,366.850006,367,351.649994,355.209991,355.209991,8949500,-0.103286385,-44,426
7/30/2018,351.929993,352.029999,334.019989,334.959991,334.959991,18260700,-0.125574273,-82,653
7/31/2018,331.51001,342.5,328,337.450012,337.450012,14085400,-0.091451292,-46,503
8/1/2018,335.869995,344.410004,334.019989,338.380005,338.380005,7790500,-0.072916667,-21,288
8/2/2018,337.230011,345,334.709991,344.5,344.5,7131300,-0.027108434,-9,332
8/3/2018,347.75,347.859985,338.480011,343.089996,343.089996,8848400,-0.124600639,-39,313
8/6/2018,342.869995,351.980011,341.73999,350.920013,350.920013,8198100,0.003184713,1,314
8/7/2018,353.230011,357.309998,349.01001,351.829987,351.829987,7970900,-0.02393617,-9,376
8/8/2018,352.209991,352.290009,346.609985,347.609985,347.609985,5394700,-0.094915254,-28,295
8/9/2018,347.959991,352.440002,345.820007,349.359985,349.359985,4820300,-0.0078125,-2,256
8/10/2018,346.910004,349.100006,344.420013,345.869995,345.869995,4328400,-0.059459459,-11,185
8/13/2018,339.890015,347.190002,339.070007,341.309998,341.309998,6888900,-0.067226891,-24,357
8/14/2018,342.089996,342.410004,336.25,337.48999,337.48999,5805200,-0.116207951,-38,327
8/15/2018,334.029999,335.5,321,326.399994,326.399994,11784500,-0.125333333,-47,375
8/16/2018,329.899994,331.170013,321.209991,322.440002,322.440002,6689700,-0.116352201,-37,318
8/17/2018,319.01001,324.369995,312.959991,316.779999,316.779999,10407900,-0.152912621,-63,412
8/20/2018,314.640015,331.600006,310.929993,327.730011,327.730011,13591100,-0.019637462,-13,662
8/21/2018,331,341.5,329.700012,338.019989,338.019989,14783200,-0.010060362,-5,497
8/22/2018,338.48999,346.209991,337.410004,344.440002,344.440002,8930700,0.03313253,11,332
8/23/2018,348.109985,350.079987,337.649994,339.170013,339.170013,11336400,-0.040625,-13,320
8/24/2018,346,359.149994,344.540009,358.820007,358.820007,14729100,0.015306122,9,588
8/27/2018,367.149994,374.48999,360,364.579987,364.579987,17427300,-0.015267176,-8,524
8/28/2018,367.230011,369.98999,360.380005,368.48999,368.48999,9222600,-0.024911032,-7,281
8/29/2018,367.200012,369.859985,362.910004,368.040009,368.040009,8118700,-0.038194444,-11,288
8/30/2018,365,376.809998,363.540009,370.980011,370.980011,10981000,0.046568627,19,408
8/31/2018,370.660004,376,367.079987,367.679993,367.679993,7943400,-0.018939394,-5,264
9/4/2018,366.470001,368.880005,361.26001,363.600006,363.600006,7605200,-0.074074074,-22,297
9/5/2018,360,363.390015,335.829987,341.179993,341.179993,13092800,-0.095982143,-43,448
9/6/2018,347.440002,356,341.98999,346.459991,346.459991,13050200,-0.053140097,-22,414
9/7/2018,342.200012,355.75,341.25,348.679993,348.679993,9105800,-0.041176471,-14,340
9/10/2018,352.269989,352.5,343.079987,348.410004,348.410004,5752200,-0.040123457,-13,324
9/11/2018,344.670013,356.149994,343.899994,355.929993,355.929993,6198100,-0.009287926,-3,323
9/12/2018,359.079987,370.429993,356.23999,369.950012,369.950012,10480800,-0.030237581,-14,463
9/13/2018,371.910004,374.089996,366.839996,368.149994,368.149994,8366100,-0.024793388,-9,363
9/14/2018,368.549988,371.089996,363.459991,364.559998,364.559998,4756400,-0.095652174,-22,230
9/17/2018,364.220001,367.329987,349.570007,350.350006,350.350006,7071900,-0.115015974,-36,313
9/18/2018,353.670013,368.149994,351.559998,367.649994,367.649994,10414000,0.007352941,3,408
9/19/2018,373.950012,377.609985,359.170013,366.959991,366.959991,11876800,-0.047808765,-24,502
9/20/2018,370.26001,370.26001,363.170013,365.359985,365.359985,6768100,-0.046448087,-17,366
9/21/2018,366.589996,372.220001,360.73999,361.190002,361.190002,11930600,-0.015974441,-5,313
9/24/2018,359,373.640015,354.329987,369.609985,369.609985,9322500,0.011709602,5,427
9/25/2018,370.230011,371.339996,364.48999,369.429993,369.429993,6799800,-0.011527378,-4,347
9/26/2018,373.589996,382,370.880005,377.880005,377.880005,13799700,0.038022814,20,526
9/27/2018,379.869995,383.200012,376,380.709991,380.709991,7326200,-0.02972973,-11,370
9/28/2018,379.23999,380.799988,373.730011,374.130005,374.130005,7114900,-0.05862069,-17,290
10/1/2018,375.850006,386.109985,375.589996,381.429993,381.429993,8376600,0.013297872,5,376
10/2/2018,384.380005,386.799988,373.829987,377.140015,377.140015,8638700,-0.052631579,-17,323
10/3/2018,378.529999,380.929993,374.880005,377.049988,377.049988,5798600,-0.069387755,-17,245
10/4/2018,375.880005,375.920013,360.399994,363.649994,363.649994,9074400,-0.089820359,-30,334
10/5/2018,359.769989,363.5,343,351.350006,351.350006,13523000,-0.121052632,-46,380
10/8/2018,345.179993,352.950012,338.109985,349.100006,349.100006,12375500,-0.005830904,-2,343
10/9/2018,348.480011,358.720001,347.089996,355.709991,355.709991,8755000,0.015673981,5,319
10/10/2018,353.519989,355.149994,325.390015,325.890015,325.890015,17183100,-0.130662021,-75,574
10/11/2018,324.940002,334.200012,315.809998,321.100006,321.100006,16082100,-0.103578154,-55,531
10/12/2018,339.570007,341.299988,328.899994,339.559998,339.559998,14870800,-0.009861933,-5,507
10/15/2018,337.630005,339.209991,326.929993,333.130005,333.130005,11215000,-0.047445255,-26,548
10/16/2018,337.23999,347.950012,330.559998,346.399994,346.399994,20156400,-0.032342201,-62,1917
10/17/2018,378.329987,380,356.5,364.700012,364.700012,32610900,-0.121440086,-226,1861
10/18/2018,360.670013,362.200012,346.049988,346.709991,346.709991,18461000,-0.142436149,-145,1018
10/19/2018,351,355.799988,332.200012,332.670013,332.670013,16717200,-0.172885572,-139,804
10/22/2018,333.100006,335.799988,320.339996,329.540009,329.540009,17097200,-0.158553547,-114,719
10/23/2018,318,336.579987,316.769989,333.160004,333.160004,14907300,-0.102564103,-52,507
10/24/2018,332.279999,333,300.730011,301.829987,301.829987,19039300,-0.166083916,-95,572
10/25/2018,307.119995,319.940002,305.25,312.869995,312.869995,13346900,-0.109048724,-47,431
10/26/2018,300.51001,313.98999,292.299988,299.829987,299.829987,19616000,-0.12244898,-60,490
10/29/2018,305.26001,307.890015,275.399994,284.839996,284.839996,21698800,-0.138225256,-81,586
10/30/2018,275.570007,290.519989,271.209991,285.809998,285.809998,23685700,-0.121673004,-64,526
10/31/2018,297.769989,311.5,295.049988,301.779999,301.779999,20360300,-0.018556701,-9,485
11/1/2018,304.589996,318.450012,296.670013,317.380005,317.380005,15121500,-0.050632911,-24,474
11/2/2018,318,321.880005,308.329987,309.100006,309.100006,13404600,-0.081967213,-30,366
11/5/2018,311.100006,317.529999,303.73999,315.440002,315.440002,10283000,-0.014880952,-5,336
11/6/2018,314.76001,320.220001,305.299988,310.839996,310.839996,9710400,-0.021406728,-7,327
11/7/2018,312.899994,328.559998,311,327.5,327.5,13328300,-0.065533981,-27,412
11/8/2018,328,332.049988,316.609985,317.920013,317.920013,11023900,-0.074879227,-31,414
11/9/2018,311.070007,312.980011,298.01001,303.470001,303.470001,13480800,-0.079822616,-36,451
11/12/2018,300,302.48999,290.630005,294.070007,294.070007,10924800,-0.038585209,-12,311
11/13/2018,295,303.549988,289.100006,294.399994,294.399994,12232200,-0.072847682,-22,302
11/14/2018,300.399994,301.839996,278.299988,286.730011,286.730011,16853600,-0.115555556,-52,450
11/15/2018,285.51001,292.5,282.160004,290.059998,290.059998,9967100,-0.0625,-19,304
11/16/2018,287.140015,291.720001,281,286.209991,286.209991,9099500,-0.194214876,-47,242
11/19/2018,283.790009,285.089996,269.149994,270.600006,270.600006,12993800,-0.128540305,-59,459
11/20/2018,254.630005,276.339996,250,266.980011,266.980011,16693800,-0.12908778,-75,581
11/21/2018,274.420013,275.339996,261.51001,262.130005,262.130005,11023000,-0.092783505,-36,388
11/23/2018,260.109985,265.5,256.839996,258.820007,258.820007,5245100,-0.112,-28,250
11/26/2018,260.549988,266.25,253.800003,261.429993,261.429993,12498600,-0.079411765,-27,340
11/27/2018,259.23999,269.079987,256.140015,266.630005,266.630005,11149500,-0.037533512,-14,373
11/28/2018,271.980011,284,263.339996,282.649994,282.649994,14801300,-0.021505376,-10,465
11/29/2018,282.320007,290.48999,275.5,288.75,288.75,15431500,-0.020253165,-8,395
11/30/2018,288,290.809998,283.059998,286.130005,286.130005,11860100,-0.091205212,-28,307
12/3/2018,293.190002,298.720001,284.579987,290.299988,290.299988,14117400,-0.102702703,-38,370
12/4/2018,288.130005,295.73999,274.720001,275.329987,275.329987,12800600,-0.108433735,-36,332
12/6/2018,268.329987,283.220001,267.140015,282.880005,282.880005,13074300,-0.069230769,-27,390
12/7/2018,282.480011,284.209991,263.380005,265.140015,265.140015,12466700,-0.116040956,-34,293
12/10/2018,264.190002,271.179993,260.609985,269.700012,269.700012,9605600,-0.109540636,-31,283
12/11/2018,274.079987,274.5,262.76001,265.320007,265.320007,9843200,-0.173633441,-54,311
12/12/2018,267.660004,281.769989,266.480011,274.880005,274.880005,11456700,-0.050772627,-23,453
12/13/2018,277.640015,279.320007,271.850006,276.019989,276.019989,8379300,-0.126811594,-35,276
12/14/2018,271.809998,277.670013,265,266.839996,266.839996,9915300,-0.13028169,-37,284
12/17/2018,266.51001,272.980011,261.079987,262.799988,262.799988,9634700,-0.097402597,-30,308
12/18/2018,263.299988,275.75,263.290009,270.940002,270.940002,10350100,-0.069306931,-28,404
12/19/2018,269.959991,280.869995,263.769989,266.769989,266.769989,13788400,-0.078886311,-34,431
12/20/2018,264.640015,269.899994,251.880005,260.579987,260.579987,16792900,-0.164328657,-82,499
12/21/2018,263.829987,264.5,241.289993,246.389999,246.389999,21397600,-0.162995595,-74,454
12/24/2018,242,250.649994,233.679993,233.880005,233.880005,9547600,-0.108910891,-33,303
12/26/2018,233.919998,254.5,231.229996,253.669998,253.669998,14402700,-0.06969697,-23,330
12/27/2018,250.110001,255.589996,240.100006,255.570007,255.570007,12235200,-0.088825215,-31,349
12/28/2018,257.940002,261.910004,249.800003,256.079987,256.079987,10992800,-0.006451613,-2,310
12/31/2018,260.160004,270.100006,260,267.660004,267.660004,13508900,-0.029891304,-11,368
1/2/2019,259.279999,269.75,256.579987,267.660004,267.660004,11679500,-0.118374558,-67,566
1/3/2019,270.200012,275.790009,264.429993,271.200012,271.200012,14969600,-0.123388582,-67,543
1/4/2019,281.880005,297.799988,278.540009,297.570007,297.570007,19330100,0.015384615,11,715
1/7/2019,302.100006,316.799988,301.649994,315.339996,315.339996,18620100,-0.027820711,-18,647
1/8/2019,319.980011,320.589996,308.01001,320.269989,320.269989,15359200,-0.092476489,-59,638
1/9/2019,317.709991,323.350006,313.5,319.959991,319.959991,13343200,-0.048997773,-22,449
1/10/2019,314.570007,325.369995,312.5,324.660004,324.660004,13472500,-0.049418605,-34,688
1/11/2019,330.959991,341.089996,328.519989,337.589996,337.589996,19500400,-0.044172932,-47,1064
1/14/2019,334.23999,335.480011,329.130005,332.940002,332.940002,10499600,-0.087939698,-35,398
1/15/2019,349.600006,357.220001,347,354.640015,354.640015,21181200,-0.078103208,-112,1434
1/16/2019,354,358.850006,348.109985,351.390015,351.390015,15385500,-0.115815691,-93,803
1/17/2019,349.5,355.790009,346.410004,353.190002,353.190002,18871200,-0.119875223,-269,2244
1/18/2019,351.970001,353,336.730011,339.100006,339.100006,26621000,-0.089496582,-144,1609
1/22/2019,334.890015,336.880005,321.029999,325.160004,325.160004,17941400,-0.105263158,-84,798
1/23/2019,328.25,331.75,318.600006,321.98999,321.98999,13480100,-0.125,-71,568
1/24/2019,320.600006,331.799988,319,326.670013,326.670013,11131600,-0.06993007,-30,429
1/25/2019,328.720001,340,328.51001,338.049988,338.049988,11152900,-0.06185567,-24,388
1/28/2019,334.700012,336.299988,328.880005,335.660004,335.660004,8652100,-0.067484663,-22,326
1/29/2019,335.869995,338.220001,328.149994,328.899994,328.899994,7655200,-0.103641457,-37,357
1/30/2019,332.75,341.779999,330.799988,340.660004,340.660004,9234500,-0.083333333,-28,336
1/31/2019,339.679993,345.98999,338.089996,339.5,339.5,8535500,-0.069306931,-28,404
2/1/2019,337.179993,346.839996,336.5,339.850006,339.850006,9827800,-0.086153846,-28,325
2/4/2019,342.600006,352,341.299988,351.339996,351.339996,9051400,-0.068833652,-36,523
2/5/2019,353.200012,360,352.899994,355.809998,355.809998,9046600,-0.054968288,-26,473
2/6/2019,357,357.040009,347.190002,352.190002,352.190002,6717700,-0.138888889,-50,360
2/7/2019,347.899994,348.75,339.019989,344.709991,344.709991,7864500,-0.112676056,-32,284
2/8/2019,338,348,338,347.570007,347.570007,7561400,-0.101190476,-34,336
2/11/2019,350,352.869995,344.809998,345.730011,345.730011,5454900,-0.067460317,-17,252
2/12/2019,348.089996,360,346.519989,359.970001,359.970001,10429400,-0.011406844,-6,526
2/13/2019,357.299988,359.600006,350.279999,351.769989,351.769989,10559100,-0.05697446,-29,509
2/14/2019,351.75,360.450012,348.329987,359.070007,359.070007,9295300,-0.002267574,-1,441
2/15/2019,358.470001,364.399994,355.5,356.869995,356.869995,9230000,-0.09375,-39,416
2/19/2019,355.799988,365,355.320007,361.920013,361.920013,7396600,-0.051339286,-23,448
2/20/2019,364.850006,366.709991,356.700012,359.910004,359.910004,8110700,-0.096354167,-37,384
2/21/2019,360.029999,362.850006,353.880005,356.970001,356.970001,6227900,-0.111821086,-35,313
2/22/2019,360.339996,366.130005,360.049988,363.019989,363.019989,7088200,-0.082822086,-27,326
2/25/2019,367.01001,371.48999,363.790009,363.910004,363.910004,7569300,-0.023076923,-9,390
2/26/2019,362.980011,365.700012,359.329987,364.970001,364.970001,4944600,-0.090909091,-28,308
2/27/2019,363.5,368.029999,359.799988,362.869995,362.869995,5629900,-0.102310231,-31,303
2/28/2019,362.470001,366.390015,357.709991,358.100006,358.100006,6186800,-0.175977654,-63,358
3/1/2019,362.26001,362.869995,354.690002,357.320007,357.320007,5526500,-0.161290323,-50,310
3/4/2019,359.720001,362.25,348.040009,351.040009,351.040009,7487000,-0.160883281,-51,317
3/5/2019,351.459991,356.170013,348.25,354.299988,354.299988,5937800,-0.061452514,-22,358
3/6/2019,353.600006,359.880005,351.700012,359.609985,359.609985,6211900,-0.028011204,-10,357
3/7/2019,360.160004,362.859985,350.5,352.600006,352.600006,6151300,-0.104225352,-37,355
3/8/2019,345.75,349.920013,342.470001,349.600006,349.600006,6898800,-0.108333333,-39,360
3/11/2019,352,358.980011,350.029999,358.859985,358.859985,5387300,-0.114391144,-31,271
